iteration,steps,time_consumed
2,2,0.019001007080078125
3,3,0.004002809524536133
4,4,0.0059969425201416016
5,5,0.007999658584594727
5,5,0.008001327514648438
5,5,0.006999492645263672
10,6,0.011999845504760742
6,6,0.010000228881835938
8,7,0.009000062942504883
7,7,0.010000467300415039
14,7,0.014999628067016602
70,14,0.06599950790405273
14,8,0.01900196075439453
10,8,0.01599884033203125
13,8,0.017000436782836914
11,8,0.016000032424926758
54,13,0.052999019622802734
18,9,0.02593851089477539
16,11,0.025995731353759766
9,9,0.016042709350585938
9,9,0.015000104904174805
15,9,0.017999887466430664
9,9,0.014000415802001953
84,16,0.0733489990234375
87,16,0.08695125579833984
17,10,0.034844160079956055
10,10,0.018999814987182617
21,11,0.025864601135253906
216,17,0.18961167335510254
212,17,0.18575024604797363
28,11,0.040998220443725586
18,11,0.03600144386291504
12,11,0.01900029182434082
15,11,0.024997472763061523
16,11,0.02300858497619629
20,11,0.02799224853515625
21,11,0.026000261306762695
27,11,0.024998903274536133
25,11,0.025000572204589844
29,11,0.03299975395202637
20,11,0.026001691818237305
456,29,0.45934295654296875
105,24,0.11400008201599121
74,23,0.08388829231262207
125,21,0.12466216087341309
223,26,0.2289431095123291
1649,28,1.568371057510376
45,21,0.05603384971618652
91,29,0.12041139602661133
82,21,0.10139727592468262
1147,31,1.1011013984680176
384,23,0.3730165958404541
460,28,0.7146501541137695
157,21,0.212785005569458
186,25,0.27519655227661133
373,27,0.5529766082763672
740,24,1.037893533706665
621,29,0.8609819412231445
110,28,0.21619582176208496
717,29,1.091599941253662
119,22,0.17577838897705078
95,23,0.15709733963012695
59,19,0.09044313430786133
56,26,0.1074366569519043
55,19,0.08500075340270996
192,22,0.3014566898345947
722,28,1.0558438301086426
47,23,0.08531475067138672
145,30,0.25632452964782715
19,14,0.04141688346862793
154,22,0.2097148895263672
311,27,0.4308936595916748
387,26,0.5487637519836426
56,21,0.10780143737792969
2448,33,3.3475637435913086
141,30,0.24318909645080566
2210,30,3.161843776702881
32,15,0.06228303909301758
284,27,0.458467960357666
97,25,0.1581590175628662
491,27,0.7351830005645752
89,26,0.14648103713989258
109,25,0.17195963859558105
263,25,0.31728577613830566
161,27,0.2043142318725586
58,24,0.0874946117401123
164,25,0.22575712203979492
1173,24,1.4053747653961182
54,23,0.0930182933807373
53,24,0.09023308753967285
947,25,1.1295802593231201
212,27,0.26589083671569824
290,27,0.40222811698913574
170,27,0.2078249454498291
321,28,0.4142136573791504
37,16,0.04470968246459961
224,28,0.33704495429992676
84,21,0.09763979911804199
750,31,1.00999116897583
211,29,0.2826347351074219
208,25,0.27602529525756836
62,23,0.0887753963470459
54,27,0.1000514030456543
52,25,0.09836626052856445
28,18,0.06794571876525879
780,29,0.9882156848907471
269,25,0.33777356147766113
97,17,0.12644362449645996
185,22,0.246171236038208
232,27,0.3173975944519043
679,33,0.9160151481628418
450,26,0.533452033996582
205,26,0.2794077396392822
79,25,0.11152029037475586
122,25,0.1819169521331787
153,20,0.17928242683410645
667,27,0.9086124897003174
422,31,0.5519952774047852
178,23,0.2592012882232666
78,15,0.11837291717529297
78,22,0.1064150333404541
147,28,0.23286676406860352
277,25,0.3686058521270752
851,29,1.2016208171844482
305,24,0.4167654514312744
275,30,0.5546338558197021
1112,33,1.6678848266601562
494,25,0.670642614364624
164,26,0.26998233795166016
95,21,0.1685924530029297
51,16,0.07940912246704102
635,28,0.925468921661377
662,29,0.901860237121582
784,31,1.0435166358947754
572,29,0.74961256980896
204,27,0.3203577995300293
289,25,0.39052367210388184
212,23,0.31516003608703613
276,23,0.38382411003112793
143,24,0.2577219009399414
64,18,0.1080470085144043
2493,31,3.255606174468994
174,25,0.26674938201904297
366,27,0.5199856758117676
280,24,0.3751554489135742
552,30,0.7795834541320801
89,17,0.1254110336303711
48,20,0.07514023780822754
161,21,0.21318697929382324
48,19,0.08179259300231934
95,23,0.15464091300964355
370,30,0.5132279396057129
607,29,0.8614246845245361
92,22,0.1590132713317871
133,25,0.1910991668701172
51,20,0.08272624015808105
295,26,0.42769813537597656
144,28,0.23642706871032715
59,22,0.09678053855895996
34,25,0.07898712158203125
636,24,0.8530280590057373
218,25,0.3290843963623047
124,29,0.20045185089111328
215,25,0.3176136016845703
1216,29,1.599412202835083
553,28,0.7138559818267822
115,27,0.1860802173614502
180,26,0.2833139896392822
594,31,0.8717637062072754
725,28,1.0028104782104492
302,24,0.41208314895629883
72,24,0.10799956321716309
299,23,0.4292733669281006
75,21,0.11490845680236816
46,23,0.07800555229187012
153,28,0.2279052734375
77,22,0.10968470573425293
52,16,0.0839998722076416
601,30,0.8431470394134521
190,20,0.23516178131103516
173,23,0.2165682315826416
344,31,0.4914736747741699
58,24,0.0987246036529541
294,23,0.43351221084594727
150,28,0.2321619987487793
158,27,0.2817356586456299
241,27,0.35593700408935547
327,23,0.4337162971496582
421,29,0.5914676189422607
93,23,0.12543201446533203
308,21,0.44193506240844727
230,25,0.32048702239990234
179,25,0.2749001979827881
779,28,1.0390584468841553
169,21,0.22179651260375977
150,27,0.2193608283996582
375,29,0.5684373378753662
1472,32,1.9328160285949707
128,24,0.17125964164733887
252,24,0.3540668487548828
163,25,0.22703170776367188
103,19,0.15408778190612793
268,25,0.39615297317504883
183,29,0.307736873626709
365,27,0.5206365585327148
318,28,0.42404842376708984
246,28,0.35522937774658203
54,22,0.08299875259399414
145,26,0.20557522773742676
63,20,0.09566664695739746
162,25,0.22716784477233887
125,24,0.18866324424743652
89,21,0.1260066032409668
134,25,0.21668195724487305
318,26,0.42818617820739746
106,23,0.20250725746154785
344,29,0.5169906616210938
148,26,0.2084505558013916
54,13,0.07629609107971191
237,27,0.38132786750793457
211,29,0.3201143741607666
136,24,0.2121429443359375
164,24,0.2426602840423584
58,23,0.09460258483886719
194,30,0.336794376373291
466,27,0.6591348648071289
168,27,0.2428112030029297
66,23,0.10324883460998535
213,24,0.32521557807922363
932,29,1.220426082611084
210,21,0.2901034355163574
352,27,0.5684959888458252
85,23,0.1323871612548828
94,24,0.14005804061889648
58,24,0.09641242027282715
700,29,0.9887533187866211
91,17,0.12991833686828613
69,21,0.11146235466003418
92,22,0.12767386436462402
304,27,0.418872594833374
158,23,0.22383379936218262
73,22,0.10680818557739258
262,27,0.40035581588745117
1554,33,2.2064054012298584
126,24,0.19887661933898926
454,29,0.6807961463928223
41,19,0.06465935707092285
237,23,0.3250613212585449
260,24,0.34987354278564453
115,22,0.17273855209350586
61,27,0.1249535083770752
732,29,1.0854275226593018
506,27,0.7148840427398682
918,30,1.2183527946472168
100,23,0.15730881690979004
809,30,1.1454126834869385
140,26,0.2088913917541504
324,29,0.4887232780456543
65,20,0.09815430641174316
57,21,0.09511613845825195
309,25,0.43865084648132324
102,23,0.1604299545288086
585,25,0.8047733306884766
45,19,0.11299943923950195
369,29,0.4730353355407715
540,28,0.750452995300293
691,31,1.0456244945526123
270,23,0.41997265815734863
229,27,0.3512866497039795
552,28,0.7564561367034912
354,25,0.4768047332763672
